0.000000,0.0000000
1.000000,0.0008259
2.000000,0.0016517
3.000000,0.0024775
4.000000,0.0033033
5.000000,0.0041291
6.000000,0.0049548
7.000000,0.0057804
8.000000,0.0066060
9.000000,0.0074315
10.000000,0.0082568
11.000000,0.0090821
12.000000,0.0099073
13.000000,0.0107324
14.000000,0.0115573
15.000000,0.0123821
16.000000,0.0132068
17.000000,0.0140313
18.000000,0.0148556
19.000000,0.0156797
20.000000,0.0165036
21.000000,0.0173274
22.000000,0.0181509
23.000000,0.0189742
24.000000,0.0197973
25.000000,0.0206201
26.000000,0.0214427
27.000000,0.0222650
28.000000,0.0230871
29.000000,0.0239088
30.000000,0.0247303
31.000000,0.0255515
32.000000,0.0263724
33.000000,0.0271929
34.000000,0.0280131
35.000000,0.0288330
36.000000,0.0296525
37.000000,0.0304717
38.000000,0.0312904
39.000000,0.0321089
40.000000,0.0329269
41.000000,0.0337445
42.000000,0.0345617
43.000000,0.0353785
44.000000,0.0361948
45.000000,0.0370107
46.000000,0.0378262
47.000000,0.0386412
48.000000,0.0394557
49.000000,0.0402697
50.000000,0.0410833
51.000000,0.0418964
52.000000,0.0427089
53.000000,0.0435209
54.000000,0.0443324
55.000000,0.0451434
56.000000,0.0459538
57.000000,0.0467636
58.000000,0.0475729
59.000000,0.0483816
60.000000,0.0491897
61.000000,0.0499972
62.000000,0.0508041
63.000000,0.0516104
64.000000,0.0524160
65.000000,0.0532210
66.000000,0.0540254
67.000000,0.0548291
68.000000,0.0556321
69.000000,0.0564345
70.000000,0.0572361
71.000000,0.0580371
72.000000,0.0588374
73.000000,0.0596369
74.000000,0.0604357
75.000000,0.0612338
76.000000,0.0620312
77.000000,0.0628277
78.000000,0.0636236
79.000000,0.0644186
80.000000,0.0652129
81.000000,0.0660063
82.000000,0.0667990
83.000000,0.0675908
84.000000,0.0683818
85.000000,0.0691720
86.000000,0.0699614
87.000000,0.0707499
88.000000,0.0715375
89.000000,0.0723242
90.000000,0.0731101
91.000000,0.0738951
92.000000,0.0746792
93.000000,0.0754624
94.000000,0.0762446
95.000000,0.0770259
96.000000,0.0778063
97.000000,0.0785858
98.000000,0.0793643
99.000000,0.0801418
100.000000,0.0809183
101.000000,0.0816939
102.000000,0.0824684
103.000000,0.0832420
104.000000,0.0840145
105.000000,0.0847860
106.000000,0.0855565
107.000000,0.0863259
108.000000,0.0870943
109.000000,0.0878617
110.000000,0.0886279
111.000000,0.0893931
112.000000,0.0901572
113.000000,0.0909202
114.000000,0.0916820
115.000000,0.0924428
116.000000,0.0932024
117.000000,0.0939609
118.000000,0.0947183
119.000000,0.0954745
120.000000,0.0962295
121.000000,0.0969834
122.000000,0.0977361
123.000000,0.0984876
124.000000,0.0992379
125.000000,0.0999870
126.000000,0.1007348
127.000000,0.1014815
128.000000,0.1022269
129.000000,0.1029710
130.000000,0.1037139
131.000000,0.1044556
132.000000,0.1051959
133.000000,0.1059350
134.000000,0.1066728
135.000000,0.1074093
136.000000,0.1081445
137.000000,0.1088784
138.000000,0.1096109
139.000000,0.1103421
140.000000,0.1110720
141.000000,0.1118005
142.000000,0.1125276
143.000000,0.1132534
144.000000,0.1139778
145.000000,0.1147008
